file,sha256,perceptual_hash,crop,condition,source_dataset,source_url,license,original_filename,environment,split
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0120.jpg,13ee851e7bfb5f778453e3c19641d505b8ad7a20181aeb5bb8cdba02539007e1,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0120.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0121.jpg,ecb5bc9acc9abf118566487d1e1e948e760defa4393fd2677bb21e8b07bf6c9b,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0121.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0122.jpg,04c41f89e30c564b8650954002447536d4a2c5c5c25a114e3fbd3f3221d53fe6,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0122.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0123.jpg,61bf880f3bb79854d62e39f1fcfda40674daec32e0777d655dc36f8f22629b2c,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0123.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0124.jpg,a91e0468161dc7156e070c6441e84ccd48f2548910d1943cd7f25d7c9798dc09,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0124.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0125.jpg,5792324a5d7a90ac082f6e378b8f28e999c27335865a3218556e6fc06479efee,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0125.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0126.jpg,767078235ccb6679c2412bc56d0f51ca284d65ebead2f7a2c913c473fe8d789c,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0126.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0127.jpg,9890dbd8607b4c41297734fbbe3e60fd038e0974093c4ef10f46d4c2fc4206f5,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0127.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0128.jpg,c1365d9ab4fe1bb2b436f0de81bbafe8b56725b88f6277090444add01a34c5e9,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0128.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0129.jpg,3747a830dbc945993552bbff51ed05f128ff438f15c8a8acc93b7c5281a580c7,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0129.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0130.jpg,08a88404f5d3c1237e485ced75a44631a57beea568439a7a1d1b0aa6c80d9c65,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0130.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0131.jpg,10c7ad26a3b9a0e0465d1b27648cf69a6e2e17930295079c44c7431272b20f5a,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0131.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0132.jpg,a51e93710b93fd1d418b345cc6723fabd9c37395542a17f077675c0026921b2d,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0132.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0133.jpg,d47555c33849db5dbc5b3e838d97edb75cc45e6e195478c945479cc0d4bf216b,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0133.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0134.jpg,ebfb7dcfb920e93448e2369ba0bb05bf4f84dadad334ca9ab319a183bc7ceb05,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0134.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0135.jpg,56258bfced6fa9c6f9ef7a064e31a01fd8a42a19ff249423cf125d0f4c7c7862,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0135.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0136.jpg,a847d25d17ae0e92efbb6163ef5cb48cda25b81f0a5aa476dcbf86f422a5e63a,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0136.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0137.jpg,8b0273ec3aac03bc2965d512eb9a379c41e7f7e850fb6d07a0f8b3a210fe4f9d,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0137.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0138.jpg,36216147fea8003a7c7cdf881884ecd812eb6576b421e1b96f3a68703d55b3e4,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0138.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0139.jpg,d2be3e8d269a97feacd09466b5239017034ed5083550aaeb62ae4ee303a67333,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0139.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0140.jpg,c9b60634e334635ab22cbe0058fe85c3a7bdec0eb994ae191eb13fc8a269a673,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0140.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0141.jpg,e5df306379bdaabc3e66c2a91483005b2f44157309962bf486b2e7faab14ddf2,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0141.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0142.jpg,52a7914439cdef1bf8dac67ab22866147a51868cdac92a3086964ee983ffdd8c,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0142.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0143.jpg,8fe6db9a495274866f2e3b0853cd0169f39d0147e96ee0b54cf7a0608d635799,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0143.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0144.jpg,2931b26cc98c6c98c3a82a8039a828482cda8e9e1dad52d891b0d59a093c1dc8,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0144.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0145.jpg,19d6dcee0e54b118da44b77ab82cd75dbfb7270e5238a685408622901cf138a9,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0145.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0146.jpg,e30318b59ad38624d6ada62f5500e1e22856bf330ee6a0c5d87fdc7939fa47c8,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0146.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0147.jpg,5107d4bc0fd45c447041df466a843e9ad6e9770ed06cb4a19e8b3521bc39d580,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0147.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0148.jpg,1924d940abb5a503aab48925baed86b88b533248a37d87f9a9da5114963db1da,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0148.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0149.jpg,88199bd8db2a8ff04976ac451bc43958dff54a40c93730e710aea707ccf4fc53,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0149.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0150.jpg,c102cb92d11be54c4adc2e82381b58a1ce0621d8416e4bfd31284c06c5603785,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0150.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0151.jpg,448d657bc01cf2c66af80128b1bda719506a6e2b575749bd0c6d68ba1f9699ec,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0151.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0152.jpg,762d4edb9b701519cb84c1b5449e8b14dcf91b346396e3cdbe3c16ce09405195,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0152.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0153.jpg,ca421dc819c382bcedc325d286d8250ecf5284734977c644446fc1eeff5869b7,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0153.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0154.jpg,93cc4172e3e182e9df2dae1b5c12eabbb810ffab50c071be5ea8f76ce62b2834,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0154.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0155.jpg,1d95c9ce696f76181a7f3b1e1ab6c066cf364e429eb4d3a771e28afc04f7d20f,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0155.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0156.jpg,c435ac09619af82cb8dd3d6dd3d8817ee8f4afc809d1d6e28927e8d51869639b,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0156.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0157.jpg,b00965ffee15492b78f31b4d13dd7d6cea7418e6f45191d7037287f6a6358c88,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0157.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0158.jpg,dae62ffb83c09329a228604636886934c4eeebb4bf0c4c5228b4e1edd7e8bfbb,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0158.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0159.jpg,63b5fafdd29e943c3b36e806cec3b7cb4e9579a3f85731ae5d3d0e24aa527052,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0159.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0160.jpg,8ab966e4ec81523045e876eeb19329fba22cf30e5298ef2d34090faf4b0eb1b3,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0160.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0161.jpg,e3d215a7308e261a5bc8f10e6346d0b5b8a20e2119e40ed8167ce62ad2db43ab,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0161.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0162.jpg,f61f86cd35aa2028a54ac04ae6ffcc2892cbb20526e583f337dccd5d70c461df,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0162.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0163.jpg,4cebb44ec493c442b952336c78ae84dbabe3ebf4c9bb3b1839c2d5a20220d9d0,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0163.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0164.jpg,2c178d86d69eab0e0ff909346a486f3314980403a3ea1946224e0d7ed852f1c5,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0164.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0165.jpg,79c26aae671254590110a29511e048a0dd4cb4378791809d60900b1ea9f5da07,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0165.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0166.jpg,f67064ce23c5e6c44889974bf66d19c1815c5de0f76d75bfbc170c22855f5dc7,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0166.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0167.jpg,a37165fc20bceaab489986606dcc8d72a364dd19c44ef162741617d933003e38,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0167.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0168.jpg,628cefdf5a158d8838f151407a3d0857e69a180dca6bd850f86e1e46b0f8d89a,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0168.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0169.jpg,9acfe79dbbaf3c21aec4a4c2d07b2012253899324f35955de7272643d0d39b51,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0169.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0170.jpg,77f578f37de492474ec6f8d74200544e309387647670e25ea84b5cca03cde0d9,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0170.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0171.jpg,999bae45ad669b861c77bebd6070b47f26a2a2a34a381a4b2947220900bf99ca,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0171.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0172.jpg,a0c4721864fde703b2bf9f77c6c1603864c9a4af998d18869d69d14a96d1f089,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0172.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0173.jpg,271ca0ad4a4738c9c50ff4a3273c952f67ddfb0d0afe9b017074b915b779d5af,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0173.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0174.jpg,d66bf7692f8ab385fe78ca3ef7a9ad667e719206ecd0ef7ddc99a461c5efb194,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0174.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0175.jpg,171b8d035ceea1ce4960c14f4272eb538516f69a2844b6bc07fc6fa17fde57b7,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0175.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0176.jpg,42da9a4e83723541f8013434e4b351812a30c747e2975bf69751abb1b33e1c44,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0176.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0177.jpg,2291d3dfc18d202ebf6a5938dd6121032ba12c31b4688fa6f790bbaed816d440,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0177.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0178.jpg,dd1a8d67728331ad08f36923d8234a1819708aeac8c086b1f3850c45472ca2f1,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0178.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0179.jpg,458f4d12089f89d58c1b6126c667f4a840957668f7598bee5e9054bfb89fb042,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0179.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0180.jpg,b7d3899dfbfe3577550fce48be86ce1fc144e0e07357504ae903e6d00a694297,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0180.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0181.jpg,c46e6529738a8ce53715432a1cb186b60c050540b4723b7561da56533369c387,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0181.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0182.jpg,863535c94aa554c40214d1dc3d853a31344156b21872e51d1324e339d9cca5e9,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0182.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0183.jpg,93e3e9ccc7910c40dd70c88045eb5df2cce31d0a77f7abc112a0688aeaf2588b,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0183.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0184.jpg,a73a3c06633bc39549c836aebd0c50604be0c3b0c6c746a0a915182dee26c294,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0184.jpg,field,train
Pumpkin-Bacterial Leaf Spot/Pumpkin-Bacterial Leaf Spot_scale_0185.jpg,efd01a8f92189a5ead94b4dd8fe0607eef168a41b9b15bb73214f3234ccc6df4,0000000001111110011111100111111001111110011111100111111000000000,Pumpkin,Bacterial Spot,Zenodo Cucurbit Repo,https://doi.org/10.5281/zenodo.5562723,CC BY 4.0,Pumpkin-Bacterial Leaf Spot_raw_0185.jpg,field,train
